task_id,policy,runs,acceptance_successes,policy_conformant_runs,wall_mean_ms,wall_stdev_ms,prompt_tokens_mean,completion_tokens_mean,approval_requests_mean,worker_count_mean
single_file_bug,none,1,1,1,24442.643,0.0,4862,223,1,0
